"","corrupción"
"justicia",0.391984332139315
"néstor",0.245486564772886
"humberto",0.228533210346865
"martínez",0.246003151977052
"desmintió",0.03969080601732
"existiera",0.0641500299099584
"audio",0.0343732463076794
"telefónico",0
"pago",0.221811065570507
"entregó",0.168650793650794
"vinculado",0.170865978185658
"consulta",0.136843008305457
"listas",0.0202722346999934
"firmas",0.119674853702105
"presentar",0.153978295145719
"registraduría",0.0408315786255093
"recolección",0.0381336929435358
"senadora",0.0758472980695582
"claudia",0.127082141943837
"lópez",0.16740039689424
"representante",0.130412648342623
"angélica",0.0505282552159027
"lozano",0.0724008382142621
"suma",0.181264161815859
"mil",0.285484182453413
"busca",0.174467653771904
"reducción",0.0629940788348712
"salario",0.0922156679955652
"congresistas",0.227278031776659
"sancionar",0.11789926217044
"severa",0
"personas",0.372202558468542
"cometan",0
"delitos",0.294824742053012
"administración",0.341464977677143
"pública",0.350610617969059
"certifique",0
"necesita",0.060461859968312
"concepto",0.158852677429797
"conveniencia",0.0124225998749988
"plenaria",0.121716123890037
"senado",0.199048191188268
"analizar",0.107646889103615
"puntos",0.104463861754668
"gustan",0.00982092751647983
"dirán",0
"conveniente",0.0283505757266572
"realice",0.162037037037037
"nacional",0.346875766569574
"proyectos",0.24593704817247
"congreso",0.309700235747426
"hundió",0.0883883476483184
"queda",0.163824395727663
"difícil",0.15876322406928
"apoyo",0.126160061983624
"senadores",0.153066610765563
"fijará",0.0196418550329597
"fecha",0.195486860003077
"colombianos",0.243595293768395
"urnas",0.104990131391452
"aprobada",0.204730756213331
"votos",0.0489537781242473
"año",0.26226767964477
"tramitar",0.078742598543589
"reformas",0.123305006301953
"respectivas",0.0963161239623412
"presidente",0.39260098755502
"república",0.336910729443971
"quedaría",0.00982092751647983
"facultado",0
"expedir",0.170103454359943
"vía",0.168275596759674
"decreto",0.121741478774989
"aprobados",0.0160375074774896
"santo",0.0922156679955652
"promulga",0.0196418550329597
"ley",0.324398772547552
"acelera",0.0138888888888889
"extinción",0.122516178731551
"dominio",0.14090537004767
"bienes",0.232680436544291
"narcotraficantes",0.108953408410102
"procesos",0.264465359878564
"promulgó",0.0138888888888889
"viernes",0.152409066864644
"juan",0.316745477581589
"manuel",0.327828354879802
"santos",0.397975090738088
"advirtió",0.233608743987655
"herramienta",0.152235690517605
"autoridades",0.298456352780647
"herramientas",0.142336136715633
"golpear",0.0240562612162344
"eslabón",0.080187537387448
"duele",0.121527777777778
"implicados",0.204822007593228
"actividades",0.254076891152605
"ilícitas",0.0503322535219591
"dinero",0.235281526670086
"norma",0.173073379504766
"incluye",0.235181884617386
"incentivos",0.03125
"ciudadanía",0.229119718060621
"denuncie",0.0434790995624959
"adquiridos",0.0510310363079829
"ilícitamente",0.0138888888888889
"denunciante",0.0982092751647983
"recibirá",0.037037037037037
"recompensa",0.0186338998124982
"ciento",0.127757002745414
"equivalente",0.0927990423307029
"venta",0.154860443802392
"confiesen",0.0138888888888889
"accederán",0.0138888888888889
"beneficios",0.224020596855049
"jefe",0.31078340380785
"promulgar",0.0138888888888889
"destacó",0.14932977839684
"lucha",0.522861438720058
"frontal",0.131944444444444
"tema",0.208118445877146
"estratégico",0.152777777777778
"criminales",0.140778620499893
"subrayó",0.214065459287435
"impulsada",0.0138888888888889
"ministerio",0.27517290177971
"hacienda",0.102292486502135
"sae",0.0395284707521047
"confiere",0.0196418550329597
"dinámica",0.0372677996249965
"código",0.0946146135062166
"aspecto",0.043791154520449
"cambios",0.0848765432098766
"introducidos",0.0687464926153588
"aceleran",0.0138888888888889
"eliminan",0.0196418550329597
"correspondientes",0.123637561495146
"fase",0.107363983683879
"fijación",0.0138888888888889
"provisional",0.0196418550329597
"pretensión",0.0138888888888889
"proceso",0.276557703344406
"garantiza",0.0944911182523068
"continuó",0.134742013909074
"llevando",0.0902777777777778
"cuente",0.07938161203464
"experiencia",0.130809702267044
"acotó",0.0138888888888889
"notificación",0.130412648342623
"demandado",0.0763888888888889
"notificar",0.0138888888888889
"aviso",0.0138888888888889
"destacado",0.0240562612162344
"acto",0.15988586228445
"efectuado",0.083753151271601
"casa",0.295409324126123
"nariño",0.222717701593687
"incentivará",0.0883883476483184
"denuncien",0.130437298687488
"recompensará",0.0138888888888889
"ciudadanos",0.258804164062475
"curso",0.192450089729875
"informen",0.0138888888888889
"existencia",0.152443186793341
"propiedad",0.164087152034438
"ajenos",0.0277777777777778
"sujetos",0.0544395483265406
"estructuras",0.182202722203374
"redes",0.114652892430727
"testaferrato",0.0138888888888889
"precisó",0.177469135802469
"límite",0.124742533197291
"smlv",0.0138888888888889
"igualmente",0.190187628240013
"voluntariamente",0.0392837100659193
"tercer",0.189258324652556
"normativa",0.0277777777777778
"permite",0.133709575539737
"darle",0.102777777777778
"afectados",0.115489144530597
"área",0.0997406248218794
"distribuirlos",0.0138888888888889
"demolerlos",0.0138888888888889
"chatarrizarlos",0.0138888888888889
"aplicará",0.0320750149549792
"representen",0.0196418550329597
"peligro",0.0769891475728593
"ambiente",0.100080096128179
"amenacen",0.040093768693724
"ruina",0.0196418550329597
"pérdida",0.0982092751647983
"deterioro",0.113402302906629
"generando",0.122977464562104
"costo",0.117851130197758
"desproporcionado",0.0138888888888889
"decisión",0.201768752111211
"corresponderá",0.0294627825494395
"comité",0.188144173676719
"integrado",0.204160488888452
"presidencia",0.291493313506231
"ministros",0.185711998294811
"trabajará",0.074535599249993
"mano",0.164352810761571
"recién",0.0419960525565808
"creada",0.141479114604528
"comisión",0.245664084171626
"intersectorial",0.0138888888888889
"solucionar",0.0462962962962963
"cuellos",0.0138888888888889
"botella",0.0196418550329597
"declaró",0.232506149627629
"sociedad",0.227536435134972
"activos",0.2877414726783
"especiales",0.166521927892803
"depende",0.111111111111111
"ejercer",0.175164618081796
"funciones",0.211556980343839
"policía",0.118234463240936
"recuperar",0.218955772602245
"menester",0.0138888888888889
"relación",0.228999889346492
"predios",0.0836278383516728
"rurales",0.0487148210784709
"pasará",0.040093768693724
"tierras",0.134920634920635
"fondo",0.24644862385533
"recursos",0.323018272657396
"mantendrá",0.0196418550329597
"rama",0.213484085685106
"judicial",0.28837742984705
"dependerá",0.058925565098879
"ejecutado",0.052495065695726
"restante",0.0892416116827342
"destinará",0.0138888888888889
"porciento",0.0138888888888889
"potenciar",0.0294627825494395
"investigaciones",0.352371280081692
"fortalecer",0.18202167847105
"infraestructura",0.219942959691286
"penitenciaria",0.147313912747197
"carcelaria",0.0296956935458249
"destinatarios",0.0138888888888889
"características",0.0740740740740741
"llamativas",0.0138888888888889
"encargados",0.0419960525565808
"asumir",0.167038276195265
"responsabilidad",0.218566166101208
"cuidado",0.144337567297406
"correcto",0.0303169531295416
"garantizar",0.182073682513195
"pierdan",0.0196418550329597
"dañen",0.0138888888888889
"deterioren",0.0138888888888889
"finalmente",0.253392618144336
"aseveró",0.0808937786161792
"damos",0.0491046375823991
"dientes",0.0670025210172808
"capacidad",0.0967098088642766
"combatir",0.26796760720254
"crimen",0.155065953774232
"organizado",0.107629433322991
"narcotráfico",0.137833505128717
"recibimos",0.162045304021917
"incentivo",0.110239637961025
"amistoso",0.0277777777777778
"españa",0.122886524010525
"ramón",0.083753151271601
"jesurún",0.0277777777777778
"diario",0.0911980757409026
"as",0.0416666666666667
"reveló",0.166955767780157
"documento",0.208952428758915
"evidencia",0.198525347078996
"conversaciones",0.123484792488402
"telefónicas",0.0486111111111111
"aparecen",0.134259259259259
"puntual",0.0392837100659193
"federación",0.0666745576138052
"colombiana",0.221134490667926
"fútbol",0.108139918884119
"colfútbol",0.0277777777777778
"alejandro",0.173543893797714
"hernández",0.139271503632789
"vocal",0.0277777777777778
"ejecutivo",0.175695482124682
"española",0.160109950371964
"ángel",0.0955691064428259
"maría",0.191113764285754
"villar",0.0307443661405259
"hijo",0.110624347133524
"gorka",0.0240562612162344
"padrón",0.0196418550329597
"vicepresidente",0.202016723922547
"organismo",0.234242789642102
"detenidos",0.169410999659277
"martes",0.134055689611312
"operación",0.137886244482861
"apartes",0.0972222222222222
"supuesta",0.109758795683029
"complicidad",0.107858371488239
"directivos",0.116690007002334
"colombia",0.288665362951785
"raíz",0.081144082593358
"partido",0.182840238984978
"juego",0.110239637961025
"único",0.238696481124063
"pagaron",0.152356321036151
"transporte",0.135064386915126
"interno",0.170750237888493
"hotel",0.11907241805196
"selección",0.101993569975443
"caracol",0.0605402631047316
"radio",0.139282475355928
"defendió",0.0892416116827342
"acusación",0.186597622813117
"trato",0.220970869120796
"directamente",0.208333333333333
"obvias",0.0277777777777778
"partidos",0.081166605188536
"amistosos",0.0277777777777778
"traté",0.0196418550329597
"llamó",0.106916716516597
"señor",0.249294116238184
"localizó",0.0277777777777778
"padre",0.179081607996448
"necesitaba",0.193022008047862
"podíamos",0.0277777777777778
"honorarios",0.0621129993749941
"simplemente",0.0404226041727222
"pedí",0.187113799795937
"preguntará",0.0277777777777778
"éxito",0.118444842419784
"terminamos",0.0277777777777778
"asumiendo",0.0294627825494395
"gastos",0.17711078394307
"directivo",0.0693375245281536
"colombiano",0.281913654585895
"aclaró",0.0700140042014005
"efectivamente",0.0922156679955652
"ambas",0.141752878633286
"federaciones",0.0294627825494395
"relaciones",0.106958767396699
"contractuales.según",0.0277777777777778
"periodo",0.145236348424842
"bedoya",0.0706492706575549
"aspiración",0.0882062911261928
"hiciera",0.0277777777777778
"contrato",0.269388858661492
"contemplamos",0.0277777777777778
"puntualizó",0.196512557990219
"candidatos",0.131005863650528
"violen",0.0138888888888889
"topes",0.162045304021917
"financiación",0.158171662613128
"promuevan",0.0209980262782904
"compra",0.111216280193918
"plantea",0.0740740740740741
"penas",0.281463125876322
"gerente",0.156982964896689
"candidato",0.200359381179731
"administrador",0.040093768693724
"auditor",0.223969548240592
"campañas",0.214457458231376
"electorales",0.212034037114943
"superen",0.0392837100659193
"máximos",0.043791154520449
"pillados",0.0138888888888889
"promoviendo",0.161493798374985
"comprando",0.0138888888888889
"planteó",0.10400628679223
"proyecto",0.232083600250878
"radicó",0.127118794968282
"presidio",0.0294627825494395
"implantar",0.0320750149549792
"particulares",0.242240697562477
"financien",0.0138888888888889
"mesa",0.109422027383102
"familiares",0.0831340504653773
"miembros",0.145502957354283
"campaña",0.185674766832216
"elecciones",0.118896665309594
"sorprendidos",0.0196418550329597
"sumas",0.153093108923949
"superiores",0.127369516867893
"permitidas",0.0240562612162344
"normas",0.243783251317604
"presume",0.0882062911261928
"plata",0.11410886614691
"comprar",0.14173667737846
"neira",0.212508339698478
"iniciativa",0.265100081763416
"instaurar",0.0962250448649376
"instrumentos",0.0932988114065584
"eficazmente",0.0240562612162344
"efecto",0.265377565235015
"contiene",0.142859898562487
"procesales",0.0520833333333333
"facilitar",0.159571184626056
"judicialización",0.054015101340639
"flagelo",0.326388888888889
"espera",0.117851130197758
"radicar",0.0347222222222222
"comenzar",0.162505935314208
"legislatura",0.047794944556367
"ordinaria",0.118201357211163
"presidencial",0.148548575340852
"siguientes",0.257378886975807
"fundamentales",0.0721687836487032
"arremetida",0.0434790995624959
"uribe",0.211410447585645
"trinos",0.050077101048111
"respuesta",0.15453698739892
"simultánea",0.057781270440128
"discurso",0.0716731731308528
"instalación",0.132685540564513
"expresidente",0.239406939087025
"senador",0.182764664953981
"alvaro",0.199833739060391
"vélez",0.194881207331796
"batió",0.0392837100659193
"récord",0.0462962962962963
"publicar",0.0637265927418227
"inmediata",0.0833333333333333
"iba",0.111710456184248
"pronunciando",0.0416666666666667
"instalar",0.0320750149549792
"ordinario",0.0416666666666667
"sesiones",0.057781270440128
"precisamente",0.112262552342427
"tituló",0.0320750149549792
"reacciones",0.0625
"airada",0.0416666666666667
"intervención",0.181538161972629
"concluyó",0.186338998124982
"pidiendo",0.147029923328245
"corporación",0.21629522817435
"entregara",0.0416666666666667
"mensaje",0.18020683530043
"avergonzado",0.0340206908719886
"dígale",0.0416666666666667
"pido",0.101851851851852
"perdón",0.046875
"elegir",0.0454396045195539
"gobierno",0.37524826046197
"convertido",0.21739549781248
"oveja",0.0404226041727222
"negra",0.0926730729142554
"discúlpeme",0.0416666666666667
"vergüenza",0.0605402631047316
"presidí",0.0416666666666667
"instancia",0.0624628528941924
"publicamos",0.0416666666666667
"continuación",0.175718688855707
"escribió",0.122572584461365
"disidencias",0.0392837100659193
"farc",0.125795242347159
"falta",0.208078547906231
"desarme",0.084621082756242
"entrega",0.119680081556461
"parcial",0.192450089729875
"armas",0.0863885089549216
"paz",0.175848071997169
"claudicación",0.040093768693724
"terrorismo",0.0670620013106614
"actos",0.345032779671178
"extorsión",0.063665824359369
"casos",0.405481385827453
"denunciados",0.154083387840341
"intimidada",0.0416666666666667
"confianza",0.200308404192444
"democracia",0.169224755737257
"considerar",0.083753151271601
"válido",0.0555555555555556
"contradictor",0.0416666666666667
"grupo",0.244540403652973
"terrorista",0.0505086015165783
"considerado",0.112262552342427
"actor",0.0680413817439772
"acuerdo",0.171677076307518
"tratado",0.113960576459638
"internacional",0.256027351515637
"ganó",0.115841341142819
"plebiscito",0.0832026629363719
"modificaron",0.0416666666666667
"sustancial",0.194444444444444
"pidieron",0.118201357211162
"mayorías",0.0335012605086404
"desconocieron",0.0687464926153588
"sustituyeron",0.0416666666666667
"voto",0.0769751856864895
"grave",0.218110101693859
"irrespeto",0.0392837100659193
"asesinato",0.10869774890624
"fuerza",0.0876894652502745
"eln",0.0492424242424242
"indulto",0.0641500299099584
"anticipado",0.040093768693724
"viven",0.0416666666666667
"sometidos",0.0932988114065584
"control",0.348095850844232
"territorial",0.0967879371728565
"narco",0.0628148634537007
"maltrato",0.0294627825494395
"fuerzas",0.0667613408085565
"armadas",0.0696854002670286
"empieza",0.0626482098358088
"igualación",0.0416666666666667
"sometimiento",0.0555555555555556
"esfuerzo",0.143518518518519
"redujo",0.0982092751647982
"gbno",0.0876894652502745
"abrir",0.152145154862546
"camino",0.10766253224999
"venezuela",0.133461503882392
"homicidios",0.0493006648591635
"perdieron",0.128300059819917
"velocidad",0.0416666666666667
"disminución",0.152224376505437
"quiso",0.160375074774896
"contundencia",0.0922156679955652
"bandas",0.0527777777777778
"someter",0.0658807845868412
"acción",0.256115772211251
"estatal",0.150334448575739
"consentimiento",0.166955767780157
"aumento",0.126787629052122
"narcoterrorismo",0.0392837100659193
"drogadicción",0.0879408088351811
"constituyen",0.0621129993749941
"mejoramiento",0.0430331482911935
"frenó",0.0294627825494395
"tendencia",0.0502518907629606
"desempleo",0.0645497224367903
"venía",0.0882062911261928
"gracias",0.119487951450505
"inversión",0.197385508487931
"maltrecha",0.0416666666666667
"frenaron",0.0416666666666667
"pobreza",0.106447109648239
"extrema",0.0395284707521047
"quebraron",0.0416666666666667
"salud",0.274562589193458
"liquidación",0.219223663125686
"saludcoop",0.263172475333287
"politiquería",0.188752150104418
"corrupta",0.0799521594928973
"caprecom",0.331309879579117
"reaparece",0.0416666666666667
"deserción",0.0416666666666667
"universitaria",0.0883883476483184
"endeudamiento",0.0462962962962963
"sector",0.255205944511541
"público",0.334657134749145
"consolidado",0.0416666666666667
"pib",0.0539291857441195
"deja",0.17022941028565
"petróleo",0.159640248115386
"escasos",0.112262552342427
"búsqueda",0.164576158077451
"suficiente",0.2517200413302
"reducido",0.118014698812489
"ritmo",0.0294627825494395
"construcción",0.178479924248396
"vivienda",0.130555555555556
"caído",0.0621129993749941
"formación",0.0757701007763862
"bruta",0.0462962962962963
"capital",0.154004681862375
"caribe",0.12842529172852
"incertidumbre",0.058925565098879
"electricaribe",0.0561312761712136
"impuestos",0.165578615244792
"frenado",0.0392837100659193
"consumo",0.0528612539513789
"gastaron",0.0320750149549792
"bonanza",0.050077101048111
"petrolera",0.0851147051428252
"ingreso",0.0982092751647983
"petrolero",0.0963919574706343
"paradas",0.0416666666666667
"vías",0.104756560175785
"importantes",0.155994504796359
"siguen",0.0963919574706343
"hablando",0.086066296582387
"riesgo",0.121410732794658
"cierre",0.171378501653283
"financiero",0.161444149984487
"4g",0.0462962962962963
"hogares",0.113066754216661
"pasó",0.182626111236989
"crecer",0.0621129993749942
"presupuesto",0.193144907824103
"agro",0.0575852765900535
"producto",0.19274124861482
"acuerdos",0.112943097879603
"paralizadas",0.0416666666666667
"empezando",0.11907241805196
"odebrecht",0.287755153828258
"sustituido",0.0491046375823991
"suspendieron",0.0416666666666667
"aceleración",0.0416666666666667
"cúcuta",0.118055555555556
"bmanga",0.0416666666666667
"anuncian",0.0555555555555556
"revivir",0.0392837100659193
"pte",0.0453609211626514
"mienta",0.0294627825494395
"libre",0.136132492253907
"comercio",0.175013673477382
"viraje",0.0416666666666667
"chávez-el",0.0416666666666667
"amigo",0.0908792090391078
"maduro",0.0856200982682962
"oportunismo",0.0687464926153588
"serio",0.234508823560483
"extranjeras",0.181687159054877
"nuevamente",0.0783673208653663
"afectado",0.0714299492812433
"incremento",0.0410997468263393
"tala",0.0416666666666667
"árboles",0.0416666666666667
"voladuras",0.0416666666666667
"oleoductos",0.0392837100659193
"mermelada",0.0824802008914542
"estimulado",0.0320750149549792
"sobornos",0.27574572578266
"empresas",0.215054054913642
"estimulan",0.0561312761712136
"diferencia",0.0780488176318078
"visión",0.161374306091976
"denomina",0.0561312761712136
"polarización",0.0352147606136882
"ego",0.0416666666666667
"provoca",0.0416666666666667
"enfrentamientos",0.0243055555555556
"regiones",0.184612891762626
"manejo",0.22737091032979
"politiquero",0.108879096653081
"reclamos",0.0601851851851852
"linderos",0.0416666666666667
"diplomacia",0.03969080601732
"logró",0.118713827348467
"elección",0.080940488529772
"bid",0.0628148634537008
"permitió",0.11907241805196
"negociador",0.0452565710792732
"política",0.279694323775289
"climático",0.0496903994999953
"san",0.177913852594467
"andrés",0.219568827672487
"dejarlo",0.0416666666666667
"perdido",0.0372677996249965
"olvido",0.0790569415042095
"intervencion",0.0416666666666667
"texto",0.176170090615767
"integral",0.0906252240052344
"compañeros",0.195217202360758
"rosario",0.0764719112901872
"paloma",0.0462962962962963
"valencia",0.101258041873974
"iván",0.216788517559978
"duque",0.095031535809719
"referido",0.166666666666667
"temas",0.234992249315466
"preocupan",0.12073865110017
"centro",0.208292154683479
"democrático",0.170149471797376
"déjenme",0.0294627825494395
"referencias",0.074535599249993
"extraña",0.0294627825494395
"precedente",0.0392837100659193
"peligroso",0.0347222222222222
"eleve",0.0416666666666667
"categoría",0.03969080601732
"desconoce",0.0510310363079829
"naciones",0.113859467031155
"unidas",0.0789379261329849
"llegado",0.0681358181277231
"caletas",0.0491046375823991
"escondrijos",0.104243798603682
"habló",0.170634920634921
"recientemente",0.189310046354634
"explicaron",0.0294627825494395
"diálogo",0.109801307644735
"adquirió",0.0740740740740741
"fusiles",0.0434790995624959
"organización",0.117123711281427
"guerrillero",0.0636744314548618
"entregaron",0.0641500299099584
"proyectiles",0.0416666666666667
"tierra-aire",0.0392837100659193
"denunciado",0.07938161203464
"salido",0.0645497224367903
"delicadeza",0.0416666666666667
"decretos",0.058925565098879
"utilizar",0.142859898562487
"dineros",0.254663297437476
"ejercicio",0.290190380432643
"actividad",0.215579773975026
"refirieron",0.0416666666666667
"adición",0.127672057714238
"anda",0.0320750149549792
"diciendo",0.111111111111111
"zonas",0.114360191284498
"venido",0.144139165049264
"reduciéndose",0.0416666666666667
"pacífico",0.0482555020119655
"presencia",0.180233058888659
"epicentro",0.0833333333333333
"tumaco",0.0347222222222222
"putumayo",0.0621129993749941
"catatumbo",0.0392837100659193
"norte",0.214306481114216
"departamento",0.221615056545935
"pasa",0.165359456941537
"nudo",0.0392837100659193
"paramillo",0.0416666666666667
"produciendo",0.0641500299099584
"droga",0.166800160213632
"exporta",0.0416666666666667
"golfo",0.0137289347381159
"urabá",0.087582309040898
"costa",0.129918659262984
"cordobesa",0.0882062911261928
"bacrim",0.040093768693724
"crecimiento",0.0966561241884069
"ciudades",0.0922330984215778
"colombianas",0.1258600206651
"jóvenes",0.117159915261106
"déjeme",0.0416666666666667
"referir",0.0833333333333333
"economía",0.175224605222128
"repetir",0.0392837100659193
"agregando",0.0416666666666667
"productiva",0.0577445722652986
"cayó",0.0294627825494395
"principio",0.154040238449986
"business",0.040093768693724
"insider",0.0392837100659193
"reino",0.1323026867244
"unido",0.13734258264944
"cuarta",0.108879096653081
"mundo",0.224160966624023
"industria",0.152356321036151
"cifras",0.0914137926216907
"materia",0.32867243295083
"veníamos",0.0416666666666667
"reduciendo",0.0416666666666667
"aumentó",0.0324074074074074
"referencia",0.230865891197971
"ocurrió",0.118341157800782
"subimos",0.0416666666666667
"millón",0.116372917398195
"quinientos",0.118341157800782
"barriles",0.0416666666666667
"reservas",0.0453609211626514
"mayo",0.182838564807563
"llevábamos",0.0392837100659193
"explorados",0.0416666666666667
"pozos",0.0434790995624959
"explorar",0.0416666666666667
"gastó",0.0320750149549792
"honorables",0.104243798603682
"ingresos",0.156009430188346
"origen",0.192686346650244
"tenerlos",0.0294627825494395
"derrochó",0.0310564996874971
"problema",0.125765896435849
"escasez",0.121442069343821
"refirió",0.230753484874862
"mira",0.0640024566068101
"central",0.110567245333963
"recuerdo",0.0559016994374947
"abandonó",0.040093768693724
"chocó",0.178434459677104
"capaz",0.0347222222222222
"sustituir",0.108253175473055
"funcionar",0.110239637961025
"bogotá",0.272218982182204
"santa",0.172403205383013
"marta",0.115160582998451
"problemas",0.16044330497359
"graves",0.105995450565537
"dejamos",0.209794260377263
"concesión",0.219452150992745
"bucaramanga",0.0736569563735987
"hacía",0.0748355425111562
"alto",0.147110461827863
"pamplona",0.0416666666666667
"encontraran",0.0416666666666667
"paralizó",0.0416666666666667
"revive",0.0416666666666667
"olvidó",0.0294627825494395
"robaron",0.0481125224324688
"presentamos",0.0219602615289471
"transparencia",0.385745962407579
"intermediarios",0.138888888888889
"compras",0.158388148406235
"negocios",0.152727581458383
"señores",0.112253313766734
"exclusivamente",0.057781270440128
"reparación",0.102151622305613
"víctimas",0.119875011069016
"ruego",0.0416666666666667
"llevarle",0.058925565098879
"robados",0.0138888888888889
"xx",0.0349232531718729
"juegos",0.142527133752316
"nacionales",0.208574421906628
"tolima",0.0431077938777214
"panorámica",0.0240562612162344
"ibagué",0.0550689281756628
"reportó",0.080187537387448
"lunes",0.12446934080249
"ocupados",0.0240562612162344
"fines",0.166955767780157
"implicadas",0.0277777777777778
"propiedades",0.158113883008419
"valoradas",0.0138888888888889
"lujosos",0.0240562612162344
"apartamentos",0.0277777777777778
"fincas",0.0138888888888889
"vehículos",0.0944291245744725
"automotores",0.0320750149549792
"cuentas",0.210747170986327
"bancarias",0.12637599403716
"forma",0.263946451747228
"ciudad",0.205555555555555
"municipios",0.0977120098168679
"ariporo",0.0138888888888889
"palenque",0.0138888888888889
"casanare",0.0851147051428252
"inició",0.108030202681278
"establecer",0.222717701593687
"responsabilidades",0.167019162019759
"fallas",0.101851851851852
"precontractual",0.0138888888888889
"contractual",0.113888888888889
"estudios",0.112262552342427
"diseños",0.0423729316560939
"ejecución",0.213129966724648
"obras",0.220515727815482
"estadios",0.0240562612162344
"escenarios",0.0621835422703864
"configuró",0.0138888888888889
"desfalco",0.130437298687488
"octubre",0.145330633622415
"juzgado",0.105894538793692
"especializado",0.087893316900608
"función",0.166753449628375
"conocimiento",0.191515081406232
"produjo",0.104166666666667
"condena",0.115170553180107
"amaury",0.0138888888888889
"elías",0.103934927410387
"blanquicet",0.0138888888888889
"pretell",0.0138888888888889
"prisión",0.199431008804366
"adminautos",0.0138888888888889
"eu",0.0484928644968872
"asesores",0.188440712860503
"spd",0.0138888888888889
"sas",0.108030202681278
"supuestamente",0.171066746426556
"prestadoras",0.0138888888888889
"servicios",0.271510918331268
"especializados",0.0878410461157883
"ingeniería",0.0614230352728547
"civil",0.163682125274664
"triangulación",0.0509259259259259
"anticipo",0.0416666666666667
"empresa",0.239055747840168
"constructora",0.116182779262821
"typsa",0.0482555020119655
"marzo",0.20745741791248
"emitió",0.0859331157691985
"cerebro",0.0481125224324688
"orlando",0.0953342323588395
"arciniegas",0.0280656380856068
"lagos",0.0219602615289471
"asesor",0.136398120405967
"externo",0.0496903994999953
"secretaría",0.226721768779138
"alcaldía",0.0981327186180216
"sentenció",0.0160375074774896
"meses",0.266771814205888
"allanara",0.0080187537387448
"enriquecimiento",0.14233287886272
"ilícito",0.131822824387217
"lavado",0.233627984852702
"concusión",0.107153240557108
"peculado",0.153695242130139
"acusado",0.167506302543202
"especializada",0.134742013909074
"seccional",0.138888888888889
"establecido",0.0799521594928973
"contratos",0.361118628579702
"compañía",0.215279676195991
"wílmer",0.0196418550329597
"manchola",0.0303169531295416
"arreglaran",0.0138888888888889
"pliego",0.0277777777777778
"favorecer",0.0731896092241622
"ajustaran",0.0138888888888889
"condiciones",0.13331326387188
"licitación",0.216060405362556
"proponente",0.24385450698343
"terminaron",0.0491046375823991
"incumpliendo",0.0138888888888889
"principios",0.152534771774143
"igualdad",0.0788941052005215
"planeación",0.20837673159093
"rigen",0.0481125224324688
"contratación",0.366809808314011
"precandidatos",0.0486111111111111
